First Name,Surname,Team,Pos,£Start,£End,Total Points,Points Per Game,Transfers In,Transfers Out,Season Value,Minutes,Goals,Assists,Clean Sheets,Goals Conceded,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards,Red Cards,Saves,Bonus Points,BPS,Influence,Creativity,Threat,ICT Index,Influence Rank,Creativity Rank,Threat Rank,ICT Index Rank
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin,De Bruyne,MCI,MID,9.5,10.6,251,7.2,6122288,4010477,23.7,2790,13,23,18,22,0,0,0,3,0,0,35,988,1322,1991,1005,432,1,1,27,1
Tammy,Abraham,CHE,FWD,7,7.3,153,4.5,5791038,5254123,21,2206,15,6,7,34,1,0,0,2,0,0,20,461,660,283,1301,223,58,150,10,28
Jamie,Vardy,LEI,FWD,9,9.7,210,6,5467849,4430099,21.6,3032,23,7,11,38,0,0,1,3,0,0,34,775,1026,418,1455,289,5,94,8,9
Raúl,Jiménez,WOL,FWD,7.5,8,194,5.1,4677222,3995389,24.2,3241,17,7,15,36,0,0,0,3,0,0,33,685,912,668,1680,325,15,27,3,4
Danny,Ings,SOT,FWD,6,7.6,198,5.2,4571871,2485698,26.1,2800,22,2,6,44,0,0,1,3,0,0,40,736,1010,458,1558,302,8,69,6,7
Sadio,Mané,LIV,MID,11.5,12.1,221,6.3,4436506,4215381,18.3,2745,18,10,12,28,0,0,0,3,0,0,27,689,1010,827,1239,308,7,15,14,5
Anthony,Martial,MUN,MID,7.5,8.5,200,6.2,4341987,3179579,23.5,2625,17,9,14,27,0,0,1,1,0,0,14,544,856,439,1297,259,22,80,11,16
Mason,Mount,CHE,MID,6,6,137,3.7,4341891,3712179,22.8,2865,7,6,9,44,0,0,0,3,0,0,11,510,641,814,974,243,65,17,28,20
Marcus,Rashford,MUN,FWD,8.5,8.9,177,5.7,4296358,4395817,19.9,2645,17,8,9,29,0,0,2,3,0,0,31,665,887,564,1265,272,19,40,13,15
John,Lundstram,SHU,DEF,4,4.6,144,4.2,4253643,2889148,31.3,2452,5,4,10,29,0,0,0,5,0,0,15,539,503,383,449,134,134,106,82,88
Teemu,Pukki,NOR,FWD,6.5,6.4,139,3.9,3977330,3753468,21.7,2884,11,3,6,59,0,0,0,3,0,0,21,444,545,380,1202,212,108,107,16,31
Todd,Cantwell,NOR,MID,4.5,4.5,111,3,3957013,3213559,24.7,2484,6,2,6,54,0,0,0,6,0,0,10,410,516,493,656,166,127,56,50,56
Pierre-Emerick,Aubameyang,ARS,FWD,11,10.9,205,5.7,3870546,4120318,18.8,3136,22,5,10,44,0,0,0,3,1,0,37,807,1006,480,1369,285,9,61,9,11
Mohamed,Salah,LIV,MID,12.5,12.5,233,6.9,3849393,4429958,18.6,2879,19,10,16,26,0,0,0,1,0,0,26,661,1061,835,2156,405,3,14,1,2
Heung-Min,Son,SPU,MID,9.5,9.7,169,5.6,3782131,3412666,17.4,2478,11,13,7,32,0,0,1,0,2,0,18,544,801,606,1144,255,32,32,18,18
Jack,Grealish,AVL,MID,6,5.9,149,4.1,3451403,2863872,25.3,3233,8,7,7,63,0,0,1,8,0,0,19,601,827,1209,837,287,28,4,37,10
Sergio,Agüero,MCI,FWD,12,11.6,132,5.5,3383429,3973926,11.4,1449,16,6,5,18,0,0,1,1,0,0,14,509,641,256,1188,208,66,163,17,33
James,Maddison,LEI,MID,7,7.3,125,4,3228528,3139013,17.1,2624,6,5,10,26,0,0,0,4,0,0,14,548,642,1246,702,259,63,3,46,17
Adama,Traoré,WOL,MID,5,5.6,130,3.5,3191443,2346310,23.2,2599,4,9,7,33,0,0,0,1,0,0,14,522,727,786,583,210,47,20,63,32
Mason,Greenwood,MUN,FWD,4.5,4.8,103,3.3,3138405,2256657,21.5,1303,10,1,6,13,0,0,0,0,0,0,17,430,450,223,502,117,157,184,74,115
Trent,Alexander-Arnold,LIV,DEF,7,7.7,210,5.5,3086983,2030884,27.3,3173,4,15,14,32,0,0,0,5,0,0,24,904,1027,1380,420,283,4,2,93,12
Raheem,Sterling,MCI,MID,12,12,204,6.2,3032220,3657073,17,2651,20,6,13,31,0,0,2,5,0,0,20,642,922,751,1829,350,13,23,2,3
Bruno Miguel,Borges Fernandes,MUN,MID,8,9,117,8.4,2639175,536915,13,1187,8,8,9,6,0,0,0,2,0,0,18,366,552,479,361,139,102,62,107,82
Riyad,Mahrez,MCI,MID,8.5,8.6,175,5.3,2614566,2151163,20.3,1934,11,14,10,15,0,0,0,0,0,0,17,668,814,886,1094,280,31,13,22,14
Çağlar,Söyüncü,LEI,DEF,4.5,4.9,120,3.5,2532029,2006764,24.5,3036,1,1,12,35,0,0,0,4,1,0,12,681,756,79,238,108,37,298,169,133
Richarlison,de Andrade,EVE,MID,8,8.2,165,4.6,2397993,2404156,20.1,3070,13,5,9,51,0,0,0,8,0,0,13,519,815,478,1233,252,30,63,15,19
Nick,Pope,BUR,GKP,4.5,5.2,170,4.5,2393185,1209353,32.7,3420,0,0,15,50,0,1,0,1,0,120,23,789,900,30,2,93,18,376,447,168
Christian,Pulisic,CHE,MID,7.5,7.4,127,5.1,2342711,2030262,17.2,1717,9,8,6,28,0,0,0,0,0,0,8,379,556,426,1059,204,98,87,25,37
Harry,Kane,SPU,FWD,11,11,158,5.4,2319478,3350838,14.4,2588,18,2,6,36,0,0,0,4,0,0,26,587,844,391,1071,231,24,103,23,26
Roberto,Firmino,LIV,FWD,9.5,9.3,155,4.1,2182653,2310943,16.7,2985,9,9,16,26,0,0,0,0,0,0,20,592,734,703,1638,308,45,26,4,6
Dominic,Calvert-Lewin,EVE,FWD,6,6.1,126,3.5,2164953,1743179,20.7,2621,13,1,8,43,0,0,0,9,0,0,15,385,563,241,1272,206,92,172,12,34
Virgil,van Dijk,LIV,DEF,6.5,6.5,178,4.7,2145436,2817026,27.4,3420,5,2,15,33,0,0,0,1,0,0,14,804,930,152,467,155,12,236,80,61
Dean,Henderson,SHU,GKP,4.5,5.2,160,4.4,2069503,1128970,30.8,3240,0,1,13,33,0,1,0,2,0,97,16,688,719,10,18,75,48,430,399,215
Martin,Kelly,CRY,DEF,4,4.1,64,3.4,2017451,2551730,15.6,1547,0,1,6,16,0,0,0,0,0,0,4,288,305,97,15,42,237,282,406,330
Willian,Borges Da Silva,CHE,MID,7,7.3,168,4.7,1895856,1238111,23,2595,9,9,10,35,0,0,0,4,0,0,26,698,835,1178,930,295,26,7,30,8
Jordan,Ayew,CRY,FWD,5,5.1,132,3.6,1864841,1618161,25.9,3148,9,3,12,45,0,0,0,6,0,0,19,443,597,446,885,192,79,74,34,43
David,Silva,MCI,MID,7.5,7.5,139,5.1,1851572,1575772,18.5,1821,6,12,11,15,0,0,0,0,0,0,15,549,640,736,937,231,68,24,29,24
Daniel,James,MUN,MID,6,5.7,95,2.9,1848854,1796488,16.7,2281,3,6,7,29,0,0,0,4,0,0,2,308,415,428,622,146,180,86,58,72
George,Baldock,SHU,DEF,4.5,5,142,3.7,1751132,957343,28.4,3420,2,4,13,39,0,0,0,7,0,0,7,602,560,486,241,129,93,58,167,98
Bamidele,Alli,SPU,MID,8.5,8.3,117,4.7,1729296,1643325,14.1,1845,8,6,4,25,0,0,0,2,0,0,12,349,531,329,627,149,118,126,56,70
Lewis,Dunk,BHA,DEF,4.5,4.8,128,3.6,1699421,1364752,26.7,3230,3,3,9,50,0,0,0,9,0,0,17,674,826,172,469,147,29,221,79,71
Aaron,Wan-Bissaka,MUN,DEF,5.5,5.5,127,3.6,1616611,2525510,23.1,3070,0,4,12,33,0,0,0,8,0,0,16,659,749,443,133,133,40,77,247,91
Serge,Aurier,SPU,DEF,5,5.1,124,3.8,1604925,1115196,24.3,2699,1,7,9,33,1,0,0,2,1,0,15,623,655,508,252,142,60,53,160,79
Ricardo Domingos,Barbosa Pereira,LEI,DEF,6,6.2,123,4.4,1585838,1530638,19.8,2520,3,2,10,27,0,0,0,1,0,0,11,568,738,447,235,142,44,73,173,77
Andrew,Robertson,LIV,DEF,7,7,181,5,1576594,2400141,25.9,3111,2,12,13,31,0,0,0,2,0,0,20,847,846,980,389,222,23,10,99,29
Lucas,Digne,EVE,DEF,6,5.9,120,3.4,1552877,2263171,20.3,3031,0,8,9,49,1,0,0,6,0,0,16,646,743,1112,293,215,41,8,137,30
Matt,Doherty,WOL,DEF,6,6.5,167,4.6,1494044,862351,25.7,2836,4,8,12,31,0,0,0,1,0,0,15,590,576,341,681,160,86,122,47,59
Benjamin,Chilwell,LEI,DEF,5.5,5.4,114,4.2,1476390,1461977,21.1,2374,3,3,9,26,0,0,0,3,0,0,8,501,546,545,208,130,106,45,194,95
Kasper,Schmeichel,LEI,GKP,5,5.5,156,4.1,1438211,1051107,28.4,3420,0,0,13,41,0,2,0,2,0,97,10,707,863,30,2,90,21,378,449,181
Diego,Rico,BOU,DEF,4,4.2,84,3.1,1435141,1315917,20,2333,0,5,6,38,0,0,0,6,0,0,10,463,597,559,96,126,81,41,288,101
John,McGinn,AVL,MID,5.5,5.2,84,3,1421393,1470311,16.2,2312,3,3,6,41,0,0,0,3,0,0,4,321,459,503,499,146,148,54,76,73
Ayoze,Pérez,LEI,MID,6.5,6,129,3.9,1315898,1981946,21.5,1998,8,5,9,25,0,0,0,0,0,0,9,402,547,444,779,177,105,76,41,48
Matteo,Guendouzi,ARS,MID,4.5,4.1,48,2,1307827,1222099,11.7,1744,0,2,3,31,0,0,0,6,0,0,2,272,334,235,146,72,222,177,240,225
Erik,Pieters,BUR,DEF,4.5,4.3,77,3.2,1259353,949684,17.9,1876,0,5,6,35,0,0,0,2,0,0,10,359,355,274,90,72,207,154,294,226
Ederson,Santana de Moraes,MCI,GKP,6,6.1,133,3.8,1248454,1642029,21.8,3071,0,0,16,31,0,0,0,3,1,68,2,645,609,16,0,62,73,410,662,261
Gabriel Fernando,de Jesus,MCI,FWD,9.5,9.9,146,4.3,1243451,857101,14.7,2018,14,8,12,14,0,0,1,3,0,0,17,535,758,448,1620,282,36,72,5,13
Wilfried,Zaha,CRY,MID,7,6.6,120,3.2,1235227,1910673,18.2,3279,4,6,9,46,0,0,0,5,0,0,4,337,572,588,1103,226,87,37,20,27
Mathew,Ryan,BHA,GKP,4.5,4.7,135,3.6,1231541,1282927,28.7,3420,0,0,9,54,0,0,0,0,0,117,14,754,1000,0,0,100,10,632,625,150
Rui Pedro,dos Santos Patrício,WOL,GKP,5,5.3,153,4,1224396,957926,28.9,3420,0,0,13,40,0,2,0,0,0,90,8,680,741,0,0,74,43,656,654,217
Leander,Dendoncker,WOL,MID,4.5,4.4,100,2.6,1222056,1550368,22.7,2790,4,0,11,34,1,0,0,5,0,0,9,426,529,161,282,97,120,233,141,160
Kyle,Walker,MCI,DEF,6,5.7,114,3.9,1133005,1532689,20,2392,1,4,12,24,0,0,0,5,0,0,7,573,436,394,169,100,168,100,224,151
Ashley,Barnes,BUR,FWD,6.5,6.1,61,3.2,1128731,1184946,10,1350,6,0,8,21,0,0,0,4,0,0,6,161,226,85,474,76,297,292,78,213
John,Fleck,SHU,MID,5,4.7,101,3.4,1083527,933863,21.5,2515,5,2,8,30,0,0,0,8,0,0,13,464,527,649,419,160,121,28,94,60
Bernardo Mota,Veiga de Carvalho e Silva,MCI,MID,8,7.6,116,3.4,1071058,2194989,15.3,2021,6,7,9,24,0,0,0,5,0,0,7,526,626,773,927,233,69,21,31,23
David,de Gea,MUN,GKP,5.5,5.3,143,3.8,1055461,1282006,27,3420,0,0,13,36,0,0,0,2,0,95,8,630,695,0,0,69,55,657,655,236
James,Tarkowski,BUR,DEF,5,5.5,143,3.8,1034779,479402,26,3420,2,3,15,50,0,0,0,10,0,0,14,690,920,167,410,150,14,223,95,68
Daniel,Ceballos Fernández,ARS,MID,5.5,5.2,57,2.4,1033759,1167278,11,1687,0,2,7,21,0,0,0,1,0,0,3,310,346,440,130,92,215,79,250,172
Lys,Mousset,SHU,FWD,5,4.3,84,2.8,998662,864425,19.5,1223,6,4,3,15,0,0,0,1,0,0,11,248,303,163,530,98,240,227,70,159
Patrick,van Aanholt,CRY,DEF,5.5,5.6,109,3.8,994637,1176174,19.5,2507,3,2,8,38,1,0,0,0,0,0,12,523,531,516,285,133,117,52,140,89
Diogo,Jota,WOL,FWD,6.5,6,105,3.1,989479,1478730,17.5,2278,7,3,10,28,0,0,0,4,0,0,12,348,458,453,1139,205,151,70,19,36
Youri,Tielemans,LEI,MID,6.5,6.1,117,3.2,955051,1092963,19.2,2823,3,6,12,35,0,0,0,2,0,0,5,531,567,805,502,188,89,19,75,45
Bukayo,Saka,ARS,MID,4.5,4.7,71,2.7,947293,528048,15.1,1746,1,6,7,18,0,0,0,6,0,0,4,259,327,323,248,90,227,129,164,179
Douglas Luiz,Soares de Paulo,AVL,MID,4.5,4.3,90,2.5,940364,761792,20.9,2604,3,2,8,51,0,0,0,8,0,0,5,411,509,293,377,118,128,144,101,114
Callum,Wilson,BOU,FWD,8,7.4,116,3.3,915252,1794434,15.7,2906,8,6,4,53,0,0,0,9,0,0,8,321,397,391,848,163,187,102,36,57
Jonny,Evans,LEI,DEF,5,5.3,128,3.4,908390,609507,24.2,3384,1,2,13,41,1,0,0,7,1,0,12,707,755,132,325,121,39,248,125,109
John,Egan,SHU,DEF,4.5,4.7,133,3.7,872633,362856,28.3,3187,2,1,13,33,0,0,0,3,1,0,9,592,641,25,587,125,64,394,61,102
Harry,Maguire,MUN,DEF,5.5,5.3,123,3.2,855993,1321827,23.2,3420,1,0,13,36,0,0,0,6,0,0,5,681,772,215,371,136,34,189,104,85
Nicolás,Otamendi,MCI,DEF,5.5,4.8,82,3.4,853086,828579,17.1,1710,2,1,7,21,0,0,0,3,0,0,6,389,444,66,319,83,159,321,128,196
Fikayo,Tomori,CHE,DEF,4.5,4.2,48,3.2,847045,790697,11.4,1291,1,0,4,18,0,0,0,3,0,0,7,271,335,69,79,49,221,316,307,310
Lucas,Rodrigues Moura da Silva,SPU,MID,7.5,7,100,2.9,836917,1295318,14.3,2235,4,5,6,29,0,0,0,3,0,0,3,330,495,477,751,172,137,64,43,52
Alisson,Ramses Becker,LIV,GKP,6,6.2,122,4.2,834369,2109958,19.7,2543,0,1,13,24,0,0,0,0,1,58,11,558,503,10,0,52,133,431,663,297
David,Button,BHA,GKP,4,3.9,0,0,815602,1153130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,489,456,511
César,Azpilicueta,CHE,DEF,6,6.1,130,3.6,764717,719587,21.3,3229,2,6,8,53,0,0,0,1,0,0,16,700,905,709,438,205,16,25,85,35
Aaron,Ramsdale,BOU,GKP,4.5,4.4,126,3.4,762720,570673,28.6,3330,0,1,5,62,0,1,0,0,0,128,13,680,974,24,0,100,11,397,568,154
Brandon,Williams,MUN,DEF,4,3.8,51,3,757508,536834,13.4,1003,1,1,5,11,0,0,0,6,0,0,3,228,200,191,100,49,313,204,281,306
Enda,Stevens,SHU,DEF,5,5.2,142,3.7,755278,467406,27.3,3345,2,4,13,39,0,0,0,7,0,0,8,639,641,555,338,154,67,42,119,63
Bernd,Leno,ARS,GKP,5,4.8,114,3.8,737120,865543,23.8,2649,0,0,7,39,0,1,0,2,0,113,10,591,843,0,0,84,25,635,629,190
Romain,Saïss,WOL,DEF,4.5,4.7,103,3.1,734081,352101,21.9,2703,2,2,10,34,0,0,0,10,1,0,8,525,621,161,298,108,70,232,134,131
Harvey,Barnes,LEI,MID,6,5.8,133,3.7,730142,613738,22.9,2075,6,10,9,24,0,0,0,0,0,0,9,394,525,517,893,194,122,51,33,42
Phil,Foden,MCI,MID,5.5,5.5,69,3,699754,301901,12.5,888,5,2,4,7,0,0,0,0,0,0,4,261,312,302,466,108,234,137,81,132
Sébastien,Haller,WHU,FWD,7.5,6.8,102,3.2,689889,834983,15,2259,7,3,5,41,0,0,0,1,0,0,11,327,450,355,1012,181,155,114,26,47
Nicolas,Pépé,ARS,MID,9.5,8.9,106,3.4,689014,853519,11.9,2004,5,6,5,30,0,0,0,4,0,0,9,353,500,639,624,177,135,29,57,49
João Filipe Iria,Santos Moutinho,WOL,MID,5.5,5.3,113,3,684882,836481,21.3,3105,1,7,11,36,0,0,0,7,0,0,12,617,712,1200,122,204,50,5,257,38
Adrián,San Miguel del Castillo,LIV,GKP,4.5,4,27,2.5,683430,652546,6.8,873,0,0,2,10,0,0,0,1,0,18,0,136,131,0,0,13,357,509,478,412
Aaron,Connolly,BHA,FWD,4.5,4.2,61,2.5,667701,492038,14.5,1250,3,3,5,22,0,0,0,0,0,0,5,146,151,91,530,76,348,286,69,212
Joseph,Gomez,LIV,DEF,5.5,5.3,93,3.3,667311,532120,17.5,1999,0,0,12,16,0,0,0,7,0,0,7,461,391,106,12,51,190,273,414,301
Joshua,King,BOU,FWD,6.5,6.1,99,3.8,666583,1709754,16.2,2010,6,5,4,37,0,0,0,0,0,0,11,313,436,413,506,135,167,98,73,86
Jorge Luiz,Frello Filho,CHE,MID,5,4.9,92,3,662203,765115,18.8,2376,4,3,6,40,0,0,0,10,0,0,9,535,600,422,158,118,77,92,231,113
Harry,Wilson,BOU,MID,6,5.7,91,2.9,653284,655624,16,1637,7,1,2,32,0,0,0,2,0,0,7,295,377,242,667,129,197,170,49,100
Willy,Boly,WOL,DEF,5,4.9,97,4.4,648412,800667,19.8,1980,0,1,12,15,0,0,0,1,1,0,10,470,477,86,119,68,144,291,264,239
Jack,Simpson,BOU,DEF,4,3.9,4,1,643247,634299,1,238,0,0,0,6,0,0,0,0,0,0,0,33,34,13,18,6,437,418,397,443
Neal,Maupay,BHA,FWD,6,5.7,131,3.5,643074,561993,23,2763,10,3,8,36,0,0,1,3,0,0,21,361,519,369,1519,241,124,112,7,22
Jamaal,Lascelles,NEW,DEF,4.5,4.2,73,3,640120,840285,17.4,2076,1,0,8,31,0,0,0,5,0,0,3,358,403,28,125,56,184,386,255,281
Tyrone,Mings,AVL,DEF,4.5,4.4,90,2.7,633337,561993,20.5,2902,2,2,6,53,0,0,0,7,0,0,9,537,758,87,119,97,35,288,262,161
Oleksandr,Zinchenko,MCI,DEF,5.5,5.2,49,2.6,622994,1174276,9.4,1271,0,0,6,15,0,0,0,0,1,0,1,295,232,376,102,71,291,111,279,227
Nathan,Aké,BOU,DEF,5,4.8,79,2.7,614610,1391080,16.5,2503,2,2,4,46,0,0,0,2,0,0,6,499,691,93,326,111,56,285,123,125
Ainsley,Maitland-Niles,ARS,DEF,5,4.5,41,2,610816,653555,9.1,1382,0,2,3,22,0,0,0,4,1,0,3,244,302,182,58,54,241,216,337,287
Andriy,Yarmolenko,WHU,MID,6,5.2,70,3,604531,590356,13.5,981,5,1,3,17,0,0,0,2,0,0,10,231,284,266,329,88,253,158,121,185
Tanguy,Ndombele,SPU,MID,6,5.8,45,2.1,591187,834748,7.8,1002,2,2,1,17,0,0,0,3,0,0,2,220,274,195,122,59,259,203,259,272
Gabriel Teodoro,Martinelli Silva,ARS,FWD,4.5,4.2,39,2.8,580876,557782,9.3,656,3,1,2,9,0,0,0,1,0,0,5,129,163,37,226,43,337,366,177,327
Isaac,Hayden,NEW,MID,4.5,4.4,73,2.5,571584,812192,16.6,2220,1,4,8,36,0,0,0,4,1,0,3,309,369,228,189,79,199,182,206,203
Jack,O'Connell,SHU,DEF,4.5,4.5,111,3.4,565933,438260,24.7,2915,0,1,12,28,0,0,0,4,0,0,6,552,577,262,246,109,85,160,165,129
Paulo,Gazzaniga,SPU,GKP,4.5,4.1,58,3.2,555624,497405,14.1,1612,0,0,2,26,0,1,0,1,0,59,6,300,450,10,0,46,156,427,504,315
Paul,Pogba,MUN,MID,8.5,8.3,51,3.2,547704,873073,6.1,1202,1,4,6,9,0,0,1,1,0,0,2,215,296,420,193,91,245,93,203,173
Alex,McCarthy,SOT,GKP,4.5,4.5,104,3.7,541411,309825,23.1,2520,0,0,7,35,0,1,0,0,0,79,8,491,652,10,0,66,61,429,572,248
Jordan,Pickford,EVE,GKP,5.5,5.2,117,3.1,534082,779362,22.5,3420,0,0,9,56,0,0,0,2,0,94,5,626,756,13,0,77,38,416,651,208
Marcos,Alonso,CHE,DEF,6.5,6.1,100,5.6,529044,671763,16.4,1429,4,4,7,18,0,0,0,4,0,0,11,395,412,413,420,124,181,96,92,104
Jannik,Vestergaard,SOT,DEF,5,4.5,51,2.7,527672,465677,11.3,1496,1,0,4,26,0,0,0,3,0,0,6,286,364,81,183,63,201,295,212,257
Chris,Wood,BUR,FWD,6.5,6.2,136,4.2,504485,442980,21.9,2436,14,1,11,33,1,0,0,1,0,0,21,384,552,300,1070,191,101,138,24,44
